window_start,window_end,packets,bytes,duration,avg_pkt_size,throughput,pkt_rate,class
1693898260.251076,1693898261.251076,11,825,1.000000,75.0,825,11,web-browsing
1693898261.251076,1693898262.251076,10,708,1.000000,70.8,708,1E+1,web-browsing
1693898262.251076,1693898263.251076,5,408,1.000000,81.6,408,5,web-browsing
1693898263.251076,1693898264.251076,16,1372,1.000000,85.75,1372,16,web-browsing
1693898264.251076,1693898265.251076,15,1188,1.000000,79.2,1188,15,web-browsing
1693898265.251076,1693898266.251076,4,288,1.000000,72.0,288,4,web-browsing
1693898266.251076,1693898267.251076,6,420,1.000000,70.0,4.2E+2,6,web-browsing
1693898267.251076,1693898268.251076,12,1042,1.000000,86.83333333333333,1042,12,web-browsing
1693898268.251076,1693898269.251076,12,4743,1.000000,395.25,4743,12,web-browsing
1693898269.251076,1693898270.251076,41,2650,1.000000,64.63414634146342,2.65E+3,41,web-browsing
1693898270.251076,1693898271.251076,12,813,1.000000,67.75,813,12,web-browsing
1693898271.251076,1693898272.251076,2,140,1.000000,70.0,1.4E+2,2,web-browsing
1693898272.251076,1693898273.251076,15,1169,1.000000,77.93333333333334,1169,15,web-browsing
1693898273.251076,1693898274.251076,13,1040,1.000000,80.0,1.04E+3,13,web-browsing
1693898274.251076,1693898275.251076,13,920,1.000000,70.76923076923077,9.2E+2,13,web-browsing
1693898275.251076,1693898276.251076,2,122,1.000000,61.0,122,2,web-browsing
1693898276.251076,1693898277.251076,6,420,1.000000,70.0,4.2E+2,6,web-browsing
1693898277.251076,1693898278.251076,2,140,1.000000,70.0,1.4E+2,2,web-browsing
1693898278.251076,1693898279.251076,4,427,1.000000,106.75,427,4,web-browsing
1693898279.251076,1693898280.251076,1,144,1.000000,144.0,144,1,web-browsing
1693898280.251076,1693898281.251076,12,801,1.000000,66.75,801,12,web-browsing
1693898281.251076,1693898282.251076,30,1991,1.000000,66.36666666666666,1991,3E+1,web-browsing
1693898282.251076,1693898283.251076,4,263,1.000000,65.75,263,4,web-browsing
1693898283.251076,1693898284.251076,4,420,1.000000,105.0,4.2E+2,4,web-browsing
1693898284.251076,1693898285.251076,10,992,1.000000,99.2,992,1E+1,web-browsing
1693898285.251076,1693898286.251076,5,497,1.000000,99.4,497,5,web-browsing
1693898286.251076,1693898287.251076,25,3473,1.000000,138.92,3473,25,web-browsing
1693898287.251076,1693898288.251076,5,497,1.000000,99.4,497,5,web-browsing
1693898288.251076,1693898289.251076,7,741,1.000000,105.85714285714286,741,7,web-browsing
1693898289.251076,1693898290.251076,3,284,1.000000,94.66666666666667,284,3,web-browsing
1693898290.251076,1693898291.251076,6,482,1.000000,80.33333333333333,482,6,web-browsing
1693898291.251076,1693898292.251076,6,420,1.000000,70.0,4.2E+2,6,web-browsing
1693898292.251076,1693898293.251076,8,522,1.000000,65.25,522,8,web-browsing
1693898293.251076,1693898294.251076,5,411,1.000000,82.2,411,5,web-browsing
1693898294.251076,1693898295.251076,16,1243,1.000000,77.6875,1243,16,web-browsing
1693898295.251076,1693898296.251076,4,244,1.000000,61.0,244,4,web-browsing
1693898296.251076,1693898297.251076,10,713,1.000000,71.3,713,1E+1,web-browsing
1693898297.251076,1693898298.251076,2,140,1.000000,70.0,1.4E+2,2,web-browsing
